"edad","reclamaciones","cobertura","salud","credito","cambio_aseguradora","actividad","conduccion","ubicacion","dependientes","ingreso","experiencia","pagos_puntuales","pagos_primas","clase1","clase2"
19,1,2,2,836,0,3,2,2,0,35063,21,94.72,7033.89,2,1
34,2,3,2,791,1,4,0,1,3,62828,18,19.06,18669.26,3,1
72,1,1,1,735,1,3,1,1,4,25277,16,13.09,15860.33,2,1
66,3,2,2,601,1,2,2,3,5,42544,25,32.36,19633.86,2,3
25,1,2,3,705,0,3,2,3,1,64600,26,14,3691.32,2,3
68,1,3,3,489,2,4,0,3,5,24077,29,6.08,11838.07,1,3
35,2,3,1,747,2,2,2,3,5,45591,13,16.63,9125.94,3,3
43,2,2,3,707,0,1,0,2,4,68741,29,13.9,13561.74,2,2
47,2,3,3,700,0,1,1,2,2,37070,17,60.96,2952.5,2,1
36,3,2,2,634,0,2,0,3,5,17174,15,88.82,14944.82,2,2
22,0,2,2,747,0,2,0,2,5,35291,2,87.1,8539.01,2,1
46,0,3,2,818,1,4,1,2,2,33375,5,63.27,5493.02,2,3
46,0,1,1,485,0,4,0,1,4,22964,26,52.22,8451.55,2,1
63,2,2,1,676,1,1,0,1,4,61401,24,44.83,13018.4,1,1
29,2,1,1,708,2,2,0,2,5,40307,38,92.01,764.32,1,3
73,3,1,1,540,0,1,0,1,0,52806,2,40.7,19806,2,1
18,0,2,3,750,2,3,1,1,4,46928,26,48.24,12247.34,3,1
65,3,3,1,810,2,1,0,1,3,34947,34,95.17,296.62,3,1
47,1,1,3,800,1,3,0,2,3,30300,16,10.17,949.08,2,3
79,1,1,3,689,0,4,0,2,0,49861,30,19.5,7059.08,2,2
67,0,1,3,822,2,4,0,1,3,54053,28,88.71,12054.08,3,1
69,3,1,3,690,1,4,0,2,0,57358,28,83.41,5306.03,2,2
24,1,2,2,624,2,1,0,2,3,31827,9,20.63,6493.46,1,1
22,0,1,2,627,2,4,0,1,5,51346,35,1.72,12682.17,3,2
27,0,1,3,724,2,4,0,2,2,17138,34,23.11,14301.31,3,3
53,3,3,1,756,0,3,1,2,1,46222,20,81.23,10487.03,1,1
25,3,3,3,545,1,4,0,2,0,29496,39,49.93,3012.4,2,3
80,2,2,2,693,2,4,0,2,2,40306,2,11.78,218.39,3,3
66,1,3,3,602,0,4,2,2,1,49686,34,2.6,577.71,2,3
48,1,3,1,680,1,4,0,1,2,29699,28,6.23,1174.91,2,3
22,3,3,2,558,2,1,2,3,3,34757,13,65.11,17099.59,3,3
56,0,1,1,573,0,3,0,3,0,45107,38,44.1,13038.9,2,3
39,1,1,2,655,0,1,2,1,2,75652,11,92.15,4120.33,2,1
29,1,3,3,503,1,2,2,2,3,23459,22,12.42,16184.81,2,3
62,3,1,3,586,1,3,1,2,1,27455,19,82.17,19736.29,2,2
27,0,2,1,326,2,3,2,1,0,29863,24,85.92,19575.32,2,1
79,3,3,1,640,2,2,0,3,3,63091,35,22.64,13064.75,1,2
46,0,3,1,835,2,3,2,2,5,49497,25,62.99,10138.07,3,1
47,3,1,3,548,1,2,0,2,5,38750,13,35.42,18808.36,2,1
77,0,1,2,664,0,4,1,3,3,31012,6,46.6,6321.4,2,2
18,1,1,1,569,2,1,1,3,3,13197,28,71.86,629.54,1,3
75,1,3,2,698,1,4,1,2,4,47925,31,46.91,2695.71,2,1
64,2,1,3,694,0,3,0,2,1,31492,35,17.12,9556.95,2,2
31,0,3,1,689,2,3,0,1,2,27788,14,83.75,9864.05,3,1
24,3,2,2,671,1,1,2,1,1,27889,34,5.01,10402.79,1,1
80,2,1,1,744,2,1,2,3,0,58104,32,73.62,18372.38,1,2
51,1,2,2,493,0,4,0,2,5,52760,19,42.92,11374.88,2,3
27,2,2,1,624,2,1,2,3,4,49579,36,1.01,7685.79,1,3
79,2,3,1,641,0,2,1,3,0,28055,35,8.47,16580.94,1,2
70,3,1,2,504,0,2,0,2,4,49624,37,43.22,3368.64,2,3
32,3,3,2,675,2,2,1,1,4,52642,22,87.26,12319.49,2,1
78,0,1,3,697,2,1,2,1,3,47903,3,81.18,2172.82,3,1
36,2,1,2,620,0,4,2,2,0,30819,20,73.34,10339.48,2,3
35,3,3,3,608,0,4,2,1,1,79181,13,76.85,5396.65,3,1
63,0,1,2,821,0,3,2,3,5,49569,24,14.24,18577.24,3,3
39,2,1,1,752,0,1,1,1,0,64102,17,75.15,2336.54,2,1
35,2,2,1,479,2,1,0,2,1,33126,27,49.84,5146.15,1,1
68,2,2,1,619,0,4,1,3,0,41108,35,44.43,2176.92,2,3
79,2,2,3,623,0,4,2,2,3,50682,30,82.85,5420.91,3,3
20,0,3,2,672,2,3,0,3,4,34675,16,96.74,10892.28,3,1
60,0,2,3,649,2,2,0,3,4,18332,5,55.94,11799.62,3,3
69,3,1,3,682,2,1,1,2,2,26854,32,8.72,9071.92,1,3
80,3,2,2,646,2,1,2,2,3,40429,14,64.8,8363.75,3,1
74,1,2,2,740,2,3,1,1,2,25755,15,31.03,4653.08,3,1
54,1,1,2,761,2,4,0,1,0,26088,8,7.6,6327.22,3,3
63,1,1,1,428,2,2,0,3,5,58807,37,87.09,18932.77,3,1
35,3,2,2,809,0,2,1,2,4,45319,16,66.67,578.81,2,1
58,3,1,3,572,0,3,1,2,0,41122,23,56.34,19558.65,2,2
18,1,2,1,428,1,2,1,1,4,40609,4,5.71,10393.37,2,3
56,1,3,3,779,2,3,1,3,5,42978,20,88.74,19403.79,3,3
32,1,1,3,639,0,1,2,3,3,29425,39,95.93,13804.53,2,2
66,1,2,2,789,2,4,1,3,0,29695,15,49.88,10.04,2,1
23,0,2,1,614,0,4,2,2,2,50077,19,38.99,19502.17,2,2
62,3,2,3,751,2,4,2,2,0,48251,3,42.34,438.11,3,1
50,2,2,1,474,2,2,2,2,2,34007,40,48.82,2178.18,1,1
55,1,2,2,706,1,3,1,1,3,39037,25,71.31,19456.66,2,1
57,0,2,2,531,0,3,2,3,0,48534,1,72.35,66.48,2,3
27,0,3,3,746,1,3,1,1,0,59255,36,70.87,7270.86,3,1
77,3,2,3,633,2,3,1,2,3,48921,14,71.99,7535.79,3,1
51,0,1,1,708,2,3,0,2,3,29933,0,18.48,18212.28,1,1
70,1,1,3,659,2,4,2,2,5,51988,22,73.32,12509.84,3,1
43,3,3,2,524,0,2,2,3,3,30224,28,19.86,11454.23,2,3
35,2,3,2,669,0,2,0,3,5,46552,27,67.34,5762.35,2,1
22,3,3,3,668,1,2,1,3,1,52039,1,54.14,9011.71,3,3
77,3,1,3,546,0,3,1,3,3,61804,29,52,12834.35,3,3
52,3,1,1,609,2,4,1,2,3,60575,7,0.91,18965.31,3,2
23,3,1,2,658,1,2,2,1,0,59499,40,46.85,568.04,1,1
46,3,3,2,930,2,1,2,1,1,32578,2,81.06,7638.98,2,1
71,3,3,2,634,1,3,1,3,3,45116,14,9.28,16917.43,1,2
60,1,2,2,484,1,1,2,3,5,61209,11,28.17,19815.28,2,1
77,2,3,1,656,2,1,2,3,5,40895,19,25.32,15081.45,2,3
26,0,1,1,626,1,1,2,3,2,38234,40,48.19,15722.33,2,3
39,2,1,3,602,1,4,1,2,3,27877,14,37.03,18218.05,3,3
37,1,3,3,722,1,3,1,1,1,23833,32,46.28,2695.69,3,3
64,3,2,3,685,0,4,0,1,4,46128,36,98.4,18821.4,2,2
47,1,2,3,673,1,4,1,1,1,16519,17,32.84,4637.51,3,1
67,0,3,3,725,0,2,1,2,1,41171,25,10.61,15444.36,3,2
56,2,1,3,598,2,3,0,3,3,43312,1,36.88,16737.05,1,1
58,3,1,1,674,0,4,2,2,4,22034,4,92.18,13846.54,2,3
31,2,1,2,825,0,2,1,3,5,47455,31,29.81,3940.99,1,3
46,2,1,1,697,2,1,0,1,2,23430,32,73.79,16555.42,2,1
28,2,1,2,447,0,3,0,1,3,37635,36,15.65,11165.1,2,1
77,3,3,1,727,0,2,2,2,3,45087,2,44.84,16121.62,2,1
37,2,2,1,457,2,4,0,2,2,45900,10,40.61,19486.01,3,3
34,0,1,1,464,0,4,1,1,4,63620,40,67.86,5096.87,2,1
61,1,3,2,602,1,4,0,3,2,15140,30,67.76,10501.55,3,3
41,2,1,1,765,1,4,0,2,2,54980,18,3.76,11289.19,2,1
61,2,1,1,634,0,2,1,1,3,30772,19,87.87,6036.79,2,1
68,1,2,3,660,1,2,1,2,1,26561,2,97.42,19358.71,2,2
42,0,1,1,586,1,2,1,3,4,58440,32,93.24,19176.78,2,3
30,2,2,1,573,0,1,1,2,3,25304,15,67.96,196.18,2,1
29,1,1,2,782,1,1,0,3,0,42443,0,47.1,6922.12,2,3
23,0,1,2,584,2,4,1,2,5,21620,11,86.27,5957.16,2,2
20,3,1,1,628,0,1,0,2,1,42667,26,40.86,1994.68,1,3
45,2,1,3,524,1,2,0,2,2,68162,16,12.11,8516.17,2,2
61,2,2,3,658,1,4,0,1,4,32445,18,52,10417.84,2,1
61,2,3,3,635,2,3,2,2,4,47167,28,22.81,16137.95,3,1
28,0,1,3,752,0,3,1,3,5,25797,34,9.96,14152.84,3,3
36,3,3,3,522,2,2,0,2,2,19423,16,6.66,13465.93,3,1
28,0,2,2,573,0,3,2,1,5,41668,5,47.1,7217.08,2,2
80,1,2,3,750,2,4,1,2,2,35370,19,61.26,17711.32,3,2
53,0,2,1,550,1,3,2,3,3,61298,26,79.11,8397.09,2,3
39,1,1,3,689,0,3,0,1,1,26351,23,88.81,485.42,3,1
28,2,2,1,754,1,4,2,2,3,48732,13,81.82,18212.56,3,1
44,3,1,3,729,1,2,2,1,4,31117,28,40.57,6423.2,2,1
19,0,1,3,434,2,2,1,1,4,25224,10,75.88,6840.12,2,1
56,0,1,3,786,0,1,1,3,4,24034,33,98.92,7251.39,1,2
77,2,1,3,512,1,1,1,3,0,35515,36,43.07,3814.95,2,3
23,0,3,2,758,0,4,2,3,0,57335,1,69.22,4225.83,2,3
56,1,3,1,749,1,4,2,2,5,41156,24,1.49,1499.38,2,3
53,0,3,1,487,0,3,0,3,0,33302,4,31.72,2720.12,2,3
72,0,2,1,616,2,1,0,1,0,16586,5,95.06,12254.2,2,1
75,3,2,1,728,2,2,1,3,5,43892,13,83.47,15797.85,1,2
65,3,2,1,491,0,2,1,1,1,45254,9,13.29,19988.07,2,1
79,3,3,2,625,2,1,0,3,2,41959,19,58.68,12790.2,1,2
80,2,3,2,540,0,1,2,3,5,41834,40,21.11,10624.44,2,3
45,2,3,2,836,0,1,1,2,3,32116,37,64.75,19108.96,2,1
46,3,1,2,708,2,2,0,3,1,36613,32,78.42,13356.37,1,3
21,1,3,3,799,2,3,0,1,1,48711,8,1.63,17301.25,3,1
58,3,1,1,581,1,1,1,2,0,62749,11,63.2,10474.32,2,2
22,1,2,2,903,1,2,2,1,0,29357,30,75.18,4432.1,2,1
65,1,1,3,574,2,1,1,1,1,28798,25,48.9,7378.3,1,3
48,1,3,3,735,2,2,2,3,0,36840,40,70.47,6513.5,1,3
76,2,2,2,595,1,2,1,3,5,23283,2,12.46,5618.16,1,2
60,0,2,2,485,0,3,0,1,4,34890,14,27.17,11912.31,2,1
65,3,1,3,791,0,3,0,2,0,17747,0,69.3,7790.74,2,3
74,2,3,3,617,1,4,2,1,5,25645,36,32.88,15782.64,3,1
26,0,2,3,573,1,1,0,3,4,23993,13,66.49,2036.52,2,1
36,3,2,3,641,2,3,0,3,4,28035,23,32.14,7494.49,3,3
45,1,1,3,588,1,4,0,2,0,65612,36,33.24,8805.07,2,2
32,1,2,1,703,2,2,1,3,4,39023,31,13.25,5675.76,1,3
77,2,2,3,816,1,3,0,1,1,20651,4,27.49,18353.06,1,3
28,0,2,3,525,0,3,2,2,2,56253,23,3.1,12408.58,2,1
46,3,2,1,488,2,2,2,2,3,35325,28,38.02,19249.83,2,1
34,2,3,1,666,1,1,2,1,1,34619,3,22.45,13029.27,2,3
78,2,3,1,695,2,1,2,2,1,48064,0,59.15,2208.2,3,1
58,0,2,1,611,0,2,1,2,3,52023,38,94.69,4174.59,2,1
42,1,1,3,568,0,4,2,1,3,20931,14,64.89,15296,2,2
64,0,3,3,687,2,3,1,1,5,23160,1,96.19,4056.85,3,1
29,0,2,3,728,0,1,0,3,5,28326,37,70.82,14786.46,2,1
79,2,3,3,581,0,3,2,1,3,33146,36,1.82,143.44,2,3
36,0,1,2,547,1,2,0,1,2,15855,38,16.26,6170.11,1,1
69,0,2,1,709,0,1,0,1,0,57072,20,77.35,620.48,2,2
24,1,3,1,582,2,4,2,3,0,53566,30,95.82,8299.51,2,3
28,0,1,1,668,0,1,0,1,1,23824,12,79.66,10263.99,2,1
32,3,1,2,690,0,1,0,3,3,67061,36,80.7,18156.64,2,2
26,1,2,3,699,0,1,0,2,0,54482,17,29.9,13410.99,2,2
75,2,3,1,604,0,4,2,2,5,53393,38,41.71,4.64,2,1
63,1,2,3,639,2,2,0,2,2,38704,36,53.05,10.26,1,2
41,2,3,2,591,1,2,1,2,1,61200,5,75.07,1047.11,3,1
36,3,3,1,507,1,3,1,3,4,48224,22,19.56,14351.73,3,3
28,1,3,2,594,0,4,0,2,3,37209,14,91.44,2903.16,2,3
71,0,2,1,743,0,4,2,3,4,34061,33,5.85,2470.26,3,3
50,1,1,2,674,1,2,1,3,4,23949,16,32.85,17411.39,1,2
26,2,1,3,623,1,1,0,2,4,85537,1,62.06,18453.05,2,2
58,3,2,1,641,2,2,2,2,0,4502,2,60.82,2722.07,3,1
40,3,2,2,780,0,4,2,3,0,51132,9,51.3,14064.5,2,3
73,2,2,2,816,0,4,2,1,3,27723,28,35.76,1549.35,3,3
34,1,1,1,669,1,2,0,1,0,71975,13,73.56,3632.48,2,3
27,3,2,1,623,2,1,1,2,2,46314,35,36.12,11131.16,1,1
25,1,1,3,798,1,4,1,3,5,55450,3,83.11,7215.07,3,2
35,3,1,3,601,0,3,2,1,0,51158,10,79.76,19240.58,2,1
41,3,3,2,664,1,3,1,1,5,1945,4,66.46,12354.62,2,1
55,0,3,1,581,1,2,0,3,5,22975,31,33.55,13386.79,2,3
42,1,3,2,549,1,2,0,1,3,48631,27,36.89,8398.73,2,1
67,2,1,3,538,0,4,1,2,4,24987,3,69.33,1716.41,2,1
24,0,2,3,719,0,2,1,2,1,27829,8,31.92,7863.01,2,3
56,2,1,1,699,1,1,1,3,4,38364,4,48.92,10185.93,2,3
29,0,1,2,567,2,4,1,3,4,12437,20,89.65,9925.26,2,2
58,3,1,2,581,0,4,1,3,3,47771,8,58.9,19388.36,2,3
33,2,1,3,708,2,3,0,2,3,42205,16,29.47,17600.17,1,2
20,3,2,1,620,0,4,0,2,5,51106,20,73.54,14684.16,2,1
48,0,2,2,620,1,4,1,3,0,25390,8,89.26,13053.52,3,2
52,0,3,1,715,0,2,1,2,2,27179,39,14.93,13597.18,2,1
38,0,3,3,656,1,3,0,1,2,33804,28,32.82,12763.15,3,1
63,3,3,1,713,1,4,0,1,1,64637,0,82.26,11388.36,3,1
79,2,2,2,507,0,1,0,3,2,54157,29,55.75,297.21,2,3
51,3,3,3,680,2,4,1,1,3,47552,23,56.52,13069.96,3,1
45,1,3,1,686,0,1,0,3,3,41028,14,55.6,16474.74,2,3
53,3,3,1,712,1,2,2,3,2,47934,5,35.15,1450.61,2,1
43,1,1,1,621,2,3,1,3,0,44895,38,2.31,14296.42,3,3
18,1,3,3,843,2,4,0,2,1,41343,7,84.82,598.94,3,1
43,1,3,3,799,2,2,0,3,2,44333,11,82.8,10155.16,1,1
38,3,3,3,614,0,3,1,3,2,77543,28,38.29,11057.78,2,3
59,3,1,3,587,1,3,1,2,1,40096,6,1.14,13398.43,2,2
73,2,2,2,764,1,1,0,1,3,27860,3,26.11,8383.75,2,3
38,1,1,2,607,2,2,2,1,3,62819,40,91.64,15837.82,1,1
55,2,1,3,678,2,1,1,3,4,19652,2,6.9,11036.33,1,1
74,0,2,1,593,1,1,0,2,4,29392,34,24.6,16350.34,1,1
52,0,2,1,628,1,4,1,3,0,26457,7,15.82,8699.04,2,3
47,0,3,2,617,0,2,2,2,0,43449,39,12.44,3948.44,2,3
29,3,2,1,760,1,4,1,1,4,39622,38,69.18,13391.39,3,1
50,3,1,2,491,0,4,2,3,0,39158,26,5.62,6332.61,2,3
74,2,1,3,526,1,4,0,2,5,34499,16,25.18,17862.76,2,1
61,0,1,2,684,2,4,1,3,5,47708,1,60.8,3354.63,3,1
30,0,3,1,742,1,3,1,2,4,48421,29,98.85,14506.12,3,1
67,3,2,3,651,2,1,1,1,3,21954,30,6.75,13973.85,2,1
50,3,3,2,679,0,1,1,2,1,21859,9,63.56,3467.8,2,1
41,3,1,2,822,1,1,2,1,4,25481,29,50.64,19754.46,2,1
26,2,2,2,677,0,4,2,1,3,42216,14,35.79,14646.97,2,1
48,3,3,1,787,0,4,2,2,3,36792,25,91.41,4591.07,2,3
49,2,2,1,562,0,3,2,2,5,18126,5,98.06,2134.31,2,1
19,2,3,1,714,2,1,0,3,4,28020,15,37.53,15273.87,2,3
48,3,2,2,539,0,3,2,1,3,40858,16,1.67,2165.8,2,1
77,0,3,2,673,1,2,0,1,2,40821,40,44.48,2761.12,2,1
44,3,1,2,624,0,1,1,2,1,64764,30,92.03,13353.53,2,2
52,1,3,2,614,0,1,1,3,0,29441,2,42.54,3345.34,2,3
71,0,1,1,751,1,2,1,2,3,46877,5,95,11248.64,1,1
50,2,3,3,649,0,2,0,2,3,31209,5,3.98,6315.77,2,3
40,2,2,1,586,1,4,0,3,4,54592,19,38.01,13465.34,3,3
67,1,2,3,850,0,1,1,1,4,45466,25,89.24,9282.11,1,2
54,3,2,3,860,2,4,1,3,3,51771,27,57.45,19851.34,3,1
76,3,1,1,555,0,2,0,3,0,60705,16,98.73,11116.16,2,2
27,2,1,3,750,1,1,2,2,4,40388,37,64.73,16142.5,2,1
60,1,1,3,727,0,1,2,1,0,44625,6,91.78,19302.16,2,2
36,0,1,3,685,2,1,2,1,1,33041,39,35.6,12598.91,1,1
33,1,2,2,691,1,1,0,2,0,32124,9,66.95,120.83,2,1
64,3,2,1,767,1,1,1,1,0,29271,27,91.47,15641.67,2,1
56,3,2,1,802,2,2,1,3,5,28140,11,29.23,11621.07,1,2
49,2,2,3,508,2,2,1,1,0,47683,17,11.52,15240.8,1,1
65,1,2,2,636,1,3,0,3,5,8799,20,10.42,8479.01,1,3
67,2,2,3,645,1,4,2,3,4,47722,18,53.32,12292.47,3,2
73,2,3,3,837,0,2,2,1,3,11562,5,75.85,1989.46,3,1
36,3,3,3,720,1,3,1,1,2,68865,34,79.35,11192.16,3,1
21,1,1,3,553,1,1,0,1,1,52231,3,15.55,1214.64,2,1
68,1,1,2,710,2,4,0,2,1,51271,16,56.07,7523.25,3,1
52,2,1,2,475,0,1,0,2,1,31507,3,26.3,15590.83,2,1
51,2,2,3,707,2,1,2,3,5,32455,4,52.46,760.41,2,1
46,0,2,2,706,2,3,1,3,4,37673,20,60.8,11104.17,3,3
30,2,1,2,831,2,2,0,2,3,31820,29,55.7,12412.72,1,1
53,3,2,2,649,1,4,0,1,4,20812,36,99.36,2283.07,2,1
37,3,3,2,714,0,2,2,2,2,42069,27,67.66,6386.22,2,3
71,0,1,2,677,2,3,1,1,0,56101,23,36.65,3532.31,1,1
55,0,1,3,583,1,3,2,2,1,31175,24,89.08,5149.11,2,1
20,2,2,1,597,0,2,2,1,4,21067,3,36.6,11842.35,2,1
42,3,2,1,537,2,3,0,2,4,51309,22,3.23,17272,3,3
38,3,1,2,708,1,1,2,2,1,31604,30,51.15,17424.5,1,2
70,0,2,2,676,2,1,2,1,3,37866,30,2.86,15778.27,1,1
57,0,3,3,572,0,4,1,1,3,47470,28,26.3,548.5,2,3
22,3,1,3,539,0,1,0,3,3,51111,11,56.11,18382.01,2,2
22,2,1,1,564,1,4,2,3,2,43228,16,10.51,19159.92,2,3
36,0,2,3,608,0,4,2,3,0,23230,35,2.18,14084.27,2,3
61,1,3,3,414,1,1,2,3,4,32245,20,72.48,7784.41,2,1
47,1,2,2,653,2,4,0,3,3,13299,36,25.51,9723.91,3,3
24,2,2,3,741,1,1,1,3,1,14836,9,6.79,14706.76,1,2
63,1,3,1,653,0,2,2,2,3,34590,30,23.94,12247.16,2,3
34,1,3,2,762,1,3,0,1,0,58837,40,5.88,7421.91,3,3
46,0,1,2,617,2,4,2,1,3,45627,34,64.65,12112.35,3,1
51,2,2,2,665,2,4,2,1,5,69691,24,5.86,15762.87,3,1
34,2,3,1,587,1,4,0,1,4,50960,13,63.26,15717.73,2,1
78,3,3,2,477,2,2,0,1,0,12602,5,82.66,7775.76,2,1
28,2,3,1,682,2,3,1,2,3,27870,5,72.62,9855.59,3,1
31,1,3,3,702,0,2,0,3,5,70958,34,62.27,7714.32,2,1
57,2,2,3,687,2,4,2,2,5,36930,29,68.77,6666.41,3,1
50,1,3,1,514,1,1,1,2,5,44850,0,64.57,17013.9,3,3
51,3,3,2,588,1,1,0,2,4,39872,16,97.57,11033.48,2,1
27,0,3,3,545,1,2,0,1,1,40941,39,41.36,1054.36,3,1
51,2,2,1,573,2,2,0,3,2,25491,22,96.05,9020.64,3,3
78,0,3,2,627,0,2,0,1,0,49903,37,65.33,6410.67,2,1
55,2,2,3,581,2,3,0,2,5,37391,35,4.65,9760.5,1,3
30,3,2,1,726,1,4,0,3,5,63796,8,99.2,6244.04,3,3
29,0,2,1,618,1,2,0,1,0,34876,31,92.07,11394,2,1
52,2,3,2,579,2,1,1,1,2,66056,32,77.96,6820.94,3,1
57,2,1,3,579,1,1,2,1,1,37862,10,88.94,11687.11,2,2
76,1,1,2,728,1,1,0,3,1,26099,6,12.63,10501.14,1,2
50,0,2,2,576,0,4,0,2,0,43752,18,40.9,2979.03,2,3
63,0,2,3,661,2,1,1,2,3,64060,35,58.75,9196.68,3,1
60,2,3,1,678,2,1,2,2,1,42840,25,41.17,7424.38,2,1
71,0,2,2,551,1,3,2,3,1,28137,39,0.75,2859.04,3,3
28,2,3,2,781,2,4,1,3,4,34551,29,8.36,13403.66,3,3
25,3,2,3,605,1,2,1,3,2,44969,36,39.94,18742.74,3,1
34,0,3,3,709,0,3,1,3,0,42244,4,53.19,10705.89,2,3
21,0,2,3,466,1,4,1,1,3,56895,17,41.79,13576.93,2,2
29,0,1,2,569,2,2,1,1,5,30403,18,15.61,9995.86,2,3
64,0,2,3,794,0,1,0,2,1,39726,20,74.94,11511.63,1,2
73,2,2,1,562,1,3,1,2,2,29231,27,45.28,3548.56,2,3
31,3,3,2,794,0,2,0,2,2,86024,30,10.45,698.53,2,3
68,0,3,3,669,2,2,1,2,5,43698,34,24.43,4372.76,1,1
44,2,1,3,602,0,1,1,2,2,24641,36,45.43,3547.49,2,3
28,3,1,3,648,2,4,1,2,2,13465,23,94.17,16062.96,2,2
66,2,1,2,540,1,1,0,2,3,61291,11,31.71,11445.65,2,2
46,0,2,1,600,1,2,2,2,1,57803,6,37.5,10449.84,2,3
55,3,3,1,748,2,1,1,3,1,28118,17,94.23,19167.75,1,2
61,1,3,1,544,2,1,2,1,3,45428,37,34.32,4425.06,3,1
36,3,1,3,700,1,4,0,1,2,38648,2,36.02,6937.06,3,3
38,0,2,2,605,2,3,1,2,4,32600,27,29.39,6062.55,3,1
66,0,3,1,652,0,3,1,1,4,26672,19,62.03,4360.46,2,1
23,2,3,3,555,1,3,1,3,0,52828,7,15.41,2905.31,3,3
22,2,3,3,732,1,2,0,2,1,25380,29,52.75,2997.96,3,3
66,2,1,2,754,2,2,0,2,0,24256,21,28.57,7312.3,1,2
41,3,3,2,662,2,3,2,2,2,40746,22,24.43,272.89,3,3
79,3,3,1,684,1,3,0,3,4,33037,18,4.61,3907.85,1,2
33,0,1,3,526,0,1,0,2,3,67502,34,19.91,9535.72,1,1
26,2,2,1,799,0,2,0,2,1,40344,31,80.32,423.65,2,3
60,2,3,3,661,0,4,1,2,5,48743,34,55.12,17647.57,2,2
54,2,3,2,751,0,1,2,1,5,65054,9,79.99,6944.44,2,1
31,3,1,1,830,1,2,0,2,5,61704,4,25.87,19558.65,2,3
80,0,2,1,528,2,2,1,2,4,32082,28,96.73,7899.25,3,1
79,1,1,3,537,0,2,1,3,5,18593,40,25.86,12820.02,1,3
22,2,1,1,729,0,4,0,3,4,35195,2,66.72,6003.08,2,3
60,2,3,1,741,1,4,1,1,5,58564,5,54.49,15252.84,2,1
73,0,3,3,529,0,3,2,3,4,3573,37,45.6,3716.42,3,1
47,3,1,3,639,0,4,1,1,3,61291,18,78.08,15153.63,2,1
79,0,1,3,720,1,1,0,1,2,45867,8,22.64,1953.35,1,1
62,0,1,1,686,2,2,2,2,5,37202,6,13.65,15743.44,2,1
79,0,3,1,615,2,2,0,1,2,42636,32,42.25,19728.51,3,1
69,0,2,3,548,2,4,2,2,4,10500,31,29.88,12401.21,3,1
21,1,3,1,834,0,4,2,1,5,28591,2,79.65,19349.66,2,3
21,0,3,2,405,1,3,0,3,2,67297,32,99.52,1096.2,2,3
60,2,3,1,528,1,4,0,1,3,38218,11,28.77,419.66,2,3
49,3,1,3,721,1,2,2,1,2,21179,0,59.86,1682.11,3,1
45,1,2,3,789,2,1,0,3,0,29296,37,71.93,13096.02,1,1
38,0,1,1,722,1,1,2,3,2,29322,5,11.23,2165.97,2,3
69,2,2,3,723,0,3,0,2,4,50538,22,53.77,8570.47,2,2
23,2,3,2,611,2,2,2,1,1,50569,8,68.23,15061.32,2,1
59,0,1,1,661,1,3,0,3,3,33336,37,63.69,15961.14,2,3
37,3,2,2,832,2,2,2,1,5,20704,15,89.94,12648.77,2,1
76,2,2,2,794,0,2,0,1,4,59920,35,71.56,3036.31,2,1
34,1,2,3,770,2,3,2,3,4,33011,25,94.54,14035.64,3,3
28,2,1,3,612,2,4,0,2,5,51021,39,35.34,5732.75,3,3
57,1,2,1,436,1,3,2,3,3,47229,31,46.33,19482.41,2,3
38,1,1,3,498,0,2,1,2,5,25915,26,58.96,7100.21,1,1
54,2,1,1,853,0,1,2,2,3,33973,1,77.13,13553.56,2,1
49,0,2,2,608,1,2,1,2,5,42146,38,98.58,17288.07,2,3
75,3,2,3,632,2,1,2,3,5,33594,34,80.48,7478.32,2,3
36,3,3,2,656,2,4,1,3,4,34866,1,27.42,15863.62,3,3
60,1,3,2,535,2,2,0,2,5,43425,32,28.22,14345.68,1,3
18,3,1,1,636,2,3,0,2,3,66239,27,47.96,4626.37,3,3
51,1,1,3,608,0,3,2,2,1,54709,4,26.54,5776.88,2,2
29,1,1,3,726,1,4,1,1,3,42208,12,79.8,15714.57,2,2
31,0,1,2,652,2,1,0,2,0,41300,21,16.26,10540.77,1,1
20,3,3,3,527,1,4,2,2,4,61204,12,39.07,17399.77,3,1
65,2,1,1,608,1,4,1,2,5,48544,21,74.2,9084.5,2,1
37,3,3,3,540,2,3,2,3,0,18386,9,48.16,12431.79,3,3
43,2,1,1,741,0,2,1,3,3,32812,39,86.39,9271.38,2,3
21,2,1,1,638,1,4,0,2,4,52358,18,78.12,17107.35,2,1
21,1,2,2,740,0,2,1,2,3,69793,20,88.78,15433.09,2,1
43,2,2,2,667,1,4,1,1,2,44887,10,95.12,6006.46,2,1
18,1,3,2,618,2,2,2,1,3,51149,29,45.74,2099.45,3,1
42,1,3,2,436,2,1,2,1,5,44957,15,79.6,8281.39,3,1
78,0,1,3,723,2,2,0,1,2,46718,39,56.02,16037.49,1,2
34,3,2,2,655,2,2,2,2,5,33517,19,42.08,6388,3,1
38,0,2,2,632,0,4,1,3,3,57083,4,66.39,19236.66,3,2
53,3,1,3,625,1,1,1,3,2,39575,20,4.15,6192.07,2,3
34,1,1,1,656,1,3,0,1,3,25453,14,13.68,4963.93,2,3
56,0,3,3,727,0,2,1,2,5,52421,23,94.62,4959.65,2,1
74,0,2,2,682,0,2,2,2,1,27325,10,57.08,12128.87,2,3
